boroughs,age,ageValue,occupation,occupationValue
Camden,age34,3756,sales,5152
Camden,age34,3756,manual,2963
Camden,age34,3756,elementary,5299
Camden,age35,3538,management,18247
Camden,age35,3538,professional,35269
Camden,age35,3538,technical,19193
Camden,age35,3538,admin,6330
Camden,age35,3538,skilledTrade,3781
Camden,age35,3538,service,6279
Camden,age35,3538,sales,5152
Camden,age35,3538,manual,2963
Camden,age35,3538,elementary,5299
Camden,age36,3482,management,18247
Camden,age36,3482,professional,35269
Camden,age36,3482,technical,19193
Camden,age36,3482,admin,6330
Camden,age36,3482,skilledTrade,3781
Camden,age36,3482,service,6279
Camden,age36,3482,sales,5152
Camden,age36,3482,manual,2963
Camden,age36,3482,elementary,5299
Camden,age37,3274,management,18247
Camden,age37,3274,professional,35269
Camden,age37,3274,technical,19193
Camden,age37,3274,admin,6330
Camden,age37,3274,skilledTrade,3781
Camden,age37,3274,service,6279
Camden,age37,3274,sales,5152
Camden,age37,3274,manual,2963
Camden,age37,3274,elementary,5299
Camden,age38,3136,management,18247
Camden,age38,3136,professional,35269
Camden,age38,3136,technical,19193
Camden,age38,3136,admin,6330
Camden,age38,3136,skilledTrade,3781
Camden,age38,3136,service,6279
Camden,age38,3136,sales,5152
Camden,age38,3136,manual,2963
Camden,age38,3136,elementary,5299
Camden,age39,3118,management,18247
Camden,age39,3118,professional,35269
Camden,age39,3118,technical,19193
Camden,age39,3118,admin,6330
Camden,age39,3118,skilledTrade,3781
Camden,age39,3118,service,6279
Camden,age39,3118,sales,5152
Camden,age39,3118,manual,2963
Camden,age39,3118,elementary,5299
Camden,age40,3066,management,18247
Camden,age40,3066,professional,35269
Camden,age40,3066,technical,19193
Camden,age40,3066,admin,6330
Camden,age40,3066,skilledTrade,3781
Camden,age40,3066,service,6279
Camden,age40,3066,sales,5152
Camden,age40,3066,manual,2963
Camden,age40,3066,elementary,5299
Camden,age41,2988,management,18247
Camden,age41,2988,professional,35269
Camden,age41,2988,technical,19193
Camden,age41,2988,admin,6330
Camden,age41,2988,skilledTrade,3781
Camden,age41,2988,service,6279
Camden,age41,2988,sales,5152
Camden,age41,2988,manual,2963
Camden,age41,2988,elementary,5299
Camden,age42,2989,management,18247
Camden,age42,2989,professional,35269
Camden,age42,2989,technical,19193
Camden,age42,2989,admin,6330
Camden,age42,2989,skilledTrade,3781
Camden,age42,2989,service,6279
Camden,age42,2989,sales,5152
Camden,age42,2989,manual,2963
Camden,age42,2989,elementary,5299
Camden,age43,2733,management,18247
Camden,age43,2733,professional,35269
Camden,age43,2733,technical,19193
Camden,age43,2733,admin,6330
Camden,age43,2733,skilledTrade,3781
Camden,age43,2733,service,6279
Camden,age43,2733,sales,5152
Camden,age43,2733,manual,2963
Camden,age43,2733,elementary,5299
Camden,age44,2724,management,18247
Camden,age44,2724,professional,35269
Camden,age44,2724,technical,19193
Camden,age44,2724,admin,6330
Camden,age44,2724,skilledTrade,3781
Camden,age44,2724,service,6279
Camden,age44,2724,sales,5152
Camden,age44,2724,manual,2963
Camden,age44,2724,elementary,5299
Camden,age45,2695,management,18247
Camden,age45,2695,professional,35269
Camden,age45,2695,technical,19193
Camden,age45,2695,admin,6330
Camden,age45,2695,skilledTrade,3781
Camden,age45,2695,service,6279
Camden,age45,2695,sales,5152
Camden,age45,2695,manual,2963
Camden,age45,2695,elementary,5299
Camden,age46,2806,management,18247
Camden,age46,2806,professional,35269
Camden,age46,2806,technical,19193
Camden,age46,2806,admin,6330
Camden,age46,2806,skilledTrade,3781
Camden,age46,2806,service,6279
Camden,age46,2806,sales,5152
Camden,age46,2806,manual,2963
Camden,age46,2806,elementary,5299
Camden,age47,2648,management,18247
Camden,age47,2648,professional,35269
Camden,age47,2648,technical,19193
Camden,age47,2648,admin,6330
Camden,age47,2648,skilledTrade,3781
Camden,age47,2648,service,6279
Camden,age47,2648,sales,5152
Camden,age47,2648,manual,2963
Camden,age47,2648,elementary,5299
Camden,age48,2587,management,18247
Camden,age48,2587,professional,35269
Camden,age48,2587,technical,19193
Camden,age48,2587,admin,6330
Camden,age48,2587,skilledTrade,3781
Camden,age48,2587,service,6279
Camden,age48,2587,sales,5152
Camden,age48,2587,manual,2963
Camden,age48,2587,elementary,5299
Camden,age49,2624,management,18247
Camden,age49,2624,professional,35269
Camden,age49,2624,technical,19193
Camden,age49,2624,admin,6330
Camden,age49,2624,skilledTrade,3781
Camden,age49,2624,service,6279
Camden,age49,2624,sales,5152
Camden,age49,2624,manual,2963
Camden,age49,2624,elementary,5299
Camden,age50,2765,management,18247
Camden,age50,2765,professional,35269
Camden,age50,2765,technical,19193
Camden,age50,2765,admin,6330
Camden,age50,2765,skilledTrade,3781
Camden,age50,2765,service,6279
Camden,age50,2765,sales,5152
Camden,age50,2765,manual,2963
Camden,age50,2765,elementary,5299
Camden,age51,2631,management,18247
Camden,age51,2631,professional,35269
Camden,age51,2631,technical,19193
Camden,age51,2631,admin,6330
Camden,age51,2631,skilledTrade,3781
Camden,age51,2631,service,6279
Camden,age51,2631,sales,5152
Camden,age51,2631,manual,2963
Camden,age51,2631,elementary,5299
Camden,age52,2690,management,18247
Camden,age52,2690,professional,35269
Camden,age52,2690,technical,19193
Camden,age52,2690,admin,6330
Camden,age52,2690,skilledTrade,3781
Camden,age52,2690,service,6279
Camden,age52,2690,sales,5152
Camden,age52,2690,manual,2963
Camden,age52,2690,elementary,5299
Camden,age53,2568,management,18247
Camden,age53,2568,professional,35269
Camden,age53,2568,technical,19193
Camden,age53,2568,admin,6330
Camden,age53,2568,skilledTrade,3781
Camden,age53,2568,service,6279
Camden,age53,2568,sales,5152
Camden,age53,2568,manual,2963
Camden,age53,2568,elementary,5299
Camden,age54,2615,management,18247
Camden,age54,2615,professional,35269
Camden,age54,2615,technical,19193
Camden,age54,2615,admin,6330
Camden,age54,2615,skilledTrade,3781
Camden,age54,2615,service,6279
Camden,age54,2615,sales,5152
Camden,age54,2615,manual,2963
Camden,age54,2615,elementary,5299
Camden,age55,2623,management,18247
Camden,age55,2623,professional,35269
Camden,age55,2623,technical,19193
Camden,age55,2623,admin,6330
Camden,age55,2623,skilledTrade,3781
Camden,age55,2623,service,6279
Camden,age55,2623,sales,5152
Camden,age55,2623,manual,2963
Camden,age55,2623,elementary,5299
Camden,age56,2416,management,18247
Camden,age56,2416,professional,35269
Camden,age56,2416,technical,19193
Camden,age56,2416,admin,6330
Camden,age56,2416,skilledTrade,3781
Camden,age56,2416,service,6279
Camden,age56,2416,sales,5152
Camden,age56,2416,manual,2963
Camden,age56,2416,elementary,5299
Camden,age57,2341,management,18247
Camden,age57,2341,professional,35269
Camden,age57,2341,technical,19193
Camden,age57,2341,admin,6330
Camden,age57,2341,skilledTrade,3781
Camden,age57,2341,service,6279
Camden,age57,2341,sales,5152
Camden,age57,2341,manual,2963
Camden,age57,2341,elementary,5299
Camden,age58,2211,management,18247
Camden,age58,2211,professional,35269
Camden,age58,2211,technical,19193
Camden,age58,2211,admin,6330
Camden,age58,2211,skilledTrade,3781
Camden,age58,2211,service,6279
Camden,age58,2211,sales,5152
Camden,age58,2211,manual,2963
Camden,age58,2211,elementary,5299
Camden,age59,2155,management,18247
Camden,age59,2155,professional,35269
Camden,age59,2155,technical,19193
Camden,age59,2155,admin,6330
Camden,age59,2155,skilledTrade,3781
Camden,age59,2155,service,6279
Camden,age59,2155,sales,5152
Camden,age59,2155,manual,2963
Camden,age59,2155,elementary,5299
Camden,age60,2038,management,18247
Camden,age60,2038,professional,35269
Camden,age60,2038,technical,19193
Camden,age60,2038,admin,6330
Camden,age60,2038,skilledTrade,3781
Camden,age60,2038,service,6279
Camden,age60,2038,sales,5152
Camden,age60,2038,manual,2963
Camden,age60,2038,elementary,5299
Camden,age61,1904,management,18247
Camden,age61,1904,professional,35269
Camden,age61,1904,technical,19193
Camden,age61,1904,admin,6330
Camden,age61,1904,skilledTrade,3781
Camden,age61,1904,service,6279
Camden,age61,1904,sales,5152
Camden,age61,1904,manual,2963
Camden,age61,1904,elementary,5299
Camden,age62,1811,management,18247
Camden,age62,1811,professional,35269
Camden,age62,1811,technical,19193
Camden,age62,1811,admin,6330
Camden,age62,1811,skilledTrade,3781
Camden,age62,1811,service,6279
Camden,age62,1811,sales,5152
Camden,age62,1811,manual,2963
Camden,age62,1811,elementary,5299
Camden,age63,1757,management,18247
Camden,age63,1757,professional,35269
Camden,age63,1757,technical,19193
Camden,age63,1757,admin,6330
Camden,age63,1757,skilledTrade,3781
Camden,age63,1757,service,6279
Camden,age63,1757,sales,5152
Camden,age63,1757,manual,2963
Camden,age63,1757,elementary,5299
Camden,age64,1632,management,18247
Camden,age64,1632,professional,35269
Camden,age64,1632,technical,19193
Camden,age64,1632,admin,6330
Camden,age64,1632,skilledTrade,3781
Camden,age64,1632,service,6279
Camden,age64,1632,sales,5152
Camden,age64,1632,manual,2963
Camden,age64,1632,elementary,5299
Croydon,age16,5009,management,24114
Croydon,age16,5009,professional,43348
Croydon,age16,5009,technical,26739
Croydon,age16,5009,admin,19333
Croydon,age16,5009,skilledTrade,15968
Croydon,age16,5009,service,18250
Croydon,age16,5009,sales,13735
Croydon,age16,5009,manual,10765
Croydon,age16,5009,elementary,17155
Croydon,age17,4911,management,24114
Croydon,age17,4911,professional,43348
Croydon,age17,4911,technical,26739
Croydon,age17,4911,admin,19333
Croydon,age17,4911,skilledTrade,15968
Croydon,age17,4911,service,18250
Croydon,age17,4911,sales,13735
Croydon,age17,4911,manual,10765
Croydon,age17,4911,elementary,17155
Croydon,age18,4109,management,24114
Croydon,age18,4109,professional,43348
Croydon,age18,4109,technical,26739
Croydon,age18,4109,admin,19333
Croydon,age18,4109,skilledTrade,15968
Croydon,age18,4109,service,18250
Croydon,age18,4109,sales,13735
Croydon,age18,4109,manual,10765
Croydon,age18,4109,elementary,17155
Croydon,age19,3583,management,24114
Croydon,age19,3583,professional,43348
Croydon,age19,3583,technical,26739
Croydon,age19,3583,admin,19333
Croydon,age19,3583,skilledTrade,15968
Croydon,age19,3583,service,18250
Croydon,age19,3583,sales,13735
Croydon,age19,3583,manual,10765
Croydon,age19,3583,elementary,17155
Croydon,age20,3425,management,24114
Croydon,age20,3425,professional,43348
Croydon,age20,3425,technical,26739
Croydon,age20,3425,admin,19333
Croydon,age20,3425,skilledTrade,15968
Croydon,age20,3425,service,18250
Croydon,age20,3425,sales,13735
Croydon,age20,3425,manual,10765
Croydon,age20,3425,elementary,17155
Croydon,age21,3923,management,24114
Croydon,age21,3923,professional,43348
Croydon,age21,3923,technical,26739
Croydon,age21,3923,admin,19333
Croydon,age21,3923,skilledTrade,15968
Croydon,age21,3923,service,18250
Croydon,age21,3923,sales,13735
Croydon,age21,3923,manual,10765
Croydon,age21,3923,elementary,17155
Croydon,age22,4405,management,24114
Croydon,age22,4405,professional,43348
Croydon,age22,4405,technical,26739
Croydon,age22,4405,admin,19333
Croydon,age22,4405,skilledTrade,15968
Croydon,age22,4405,service,18250
Croydon,age22,4405,sales,13735
Croydon,age22,4405,manual,10765
Croydon,age22,4405,elementary,17155
Croydon,age23,4785,management,24114
Croydon,age23,4785,professional,43348
Croydon,age23,4785,technical,26739
Croydon,age23,4785,admin,19333
Croydon,age23,4785,skilledTrade,15968
Croydon,age23,4785,service,18250
Croydon,age23,4785,sales,13735
Croydon,age23,4785,manual,10765
Croydon,age23,4785,elementary,17155
Croydon,age24,5082,management,24114
Croydon,age24,5082,professional,43348
Croydon,age24,5082,technical,26739
Croydon,age24,5082,admin,19333
Croydon,age24,5082,skilledTrade,15968
Croydon,age24,5082,service,18250
Croydon,age24,5082,sales,13735
Croydon,age24,5082,manual,10765
Croydon,age24,5082,elementary,17155
Croydon,age25,5168,management,24114
Croydon,age25,5168,professional,43348
Croydon,age25,5168,technical,26739
Croydon,age25,5168,admin,19333
Croydon,age25,5168,skilledTrade,15968
Croydon,age25,5168,service,18250
Croydon,age25,5168,sales,13735
Croydon,age25,5168,manual,10765
Croydon,age25,5168,elementary,17155
Croydon,age26,5285,management,24114
Croydon,age26,5285,professional,43348
Croydon,age26,5285,technical,26739
Croydon,age26,5285,admin,19333
Croydon,age26,5285,skilledTrade,15968
Croydon,age26,5285,service,18250
Croydon,age26,5285,sales,13735
Croydon,age26,5285,manual,10765
Croydon,age26,5285,elementary,17155
Croydon,age27,5486,management,24114
Croydon,age27,5486,professional,43348
Croydon,age27,5486,technical,26739
Croydon,age27,5486,admin,19333
Croydon,age27,5486,skilledTrade,15968
Croydon,age27,5486,service,18250
Croydon,age27,5486,sales,13735
Croydon,age27,5486,manual,10765
Croydon,age27,5486,elementary,17155
Croydon,age28,5585,management,24114
Croydon,age28,5585,professional,43348
Croydon,age28,5585,technical,26739
Croydon,age28,5585,admin,19333
Croydon,age28,5585,skilledTrade,15968
Croydon,age28,5585,service,18250
Croydon,age28,5585,sales,13735
Croydon,age28,5585,manual,10765
Croydon,age28,5585,elementary,17155
Croydon,age29,6006,management,24114
Croydon,age29,6006,professional,43348
Croydon,age29,6006,technical,26739
Croydon,age29,6006,admin,19333
Croydon,age29,6006,skilledTrade,15968
Croydon,age29,6006,service,18250
Croydon,age29,6006,sales,13735
Croydon,age29,6006,manual,10765
Croydon,age29,6006,elementary,17155
Croydon,age30,6291,management,24114
Croydon,age30,6291,professional,43348
Croydon,age30,6291,technical,26739
Croydon,age30,6291,admin,19333
Croydon,age30,6291,skilledTrade,15968
Croydon,age30,6291,service,18250
Croydon,age30,6291,sales,13735
Croydon,age30,6291,manual,10765
Croydon,age30,6291,elementary,17155
Croydon,age31,6194,management,24114
Croydon,age31,6194,professional,43348
Croydon,age31,6194,technical,26739
Croydon,age31,6194,admin,19333
Croydon,age31,6194,skilledTrade,15968
Croydon,age31,6194,service,18250
Croydon,age31,6194,sales,13735
Croydon,age31,6194,manual,10765
Croydon,age31,6194,elementary,17155
Croydon,age32,6457,management,24114
Croydon,age32,6457,professional,43348
Croydon,age32,6457,technical,26739
Croydon,age32,6457,admin,19333
Croydon,age32,6457,skilledTrade,15968
Croydon,age32,6457,service,18250
Croydon,age32,6457,sales,13735
Croydon,age32,6457,manual,10765
Croydon,age32,6457,elementary,17155
Croydon,age33,6323,management,24114
Croydon,age33,6323,professional,43348
Croydon,age33,6323,technical,26739
Croydon,age33,6323,admin,19333
Croydon,age33,6323,skilledTrade,15968
Croydon,age33,6323,service,18250
Croydon,age33,6323,sales,13735
Croydon,age33,6323,manual,10765
Croydon,age33,6323,elementary,17155
Croydon,age34,6345,management,24114
Croydon,age34,6345,professional,43348
Croydon,age34,6345,technical,26739
Croydon,age34,6345,admin,19333
Croydon,age34,6345,skilledTrade,15968
Croydon,age34,6345,service,18250
Croydon,age34,6345,sales,13735
Croydon,age34,6345,manual,10765
Croydon,age34,6345,elementary,17155
Croydon,age35,6412,management,24114
Croydon,age35,6412,professional,43348
Croydon,age35,6412,technical,26739
Croydon,age35,6412,admin,19333
Croydon,age35,6412,skilledTrade,15968
Croydon,age35,6412,service,18250
Croydon,age35,6412,sales,13735
Croydon,age35,6412,manual,10765
Croydon,age35,6412,elementary,17155
Croydon,age36,6086,management,24114
Croydon,age36,6086,professional,43348
Croydon,age36,6086,technical,26739
Croydon,age36,6086,admin,19333
Croydon,age36,6086,skilledTrade,15968
Croydon,age36,6086,service,18250
Croydon,age36,6086,sales,13735
Croydon,age36,6086,manual,10765
Croydon,age36,6086,elementary,17155
Croydon,age37,6263,management,24114
Croydon,age37,6263,professional,43348
Croydon,age37,6263,technical,26739
Croydon,age37,6263,admin,19333
Croydon,age37,6263,skilledTrade,15968
Croydon,age37,6263,service,18250
Croydon,age37,6263,sales,13735
Croydon,age37,6263,manual,10765
Croydon,age37,6263,elementary,17155
Croydon,age38,6153,management,24114
Croydon,age38,6153,professional,43348
Croydon,age38,6153,technical,26739
Croydon,age38,6153,admin,19333
Croydon,age38,6153,skilledTrade,15968
Croydon,age38,6153,service,18250
Croydon,age38,6153,sales,13735
Croydon,age38,6153,manual,10765
Croydon,age38,6153,elementary,17155
Croydon,age39,6238,management,24114
Croydon,age39,6238,professional,43348
Croydon,age39,6238,technical,26739
Croydon,age39,6238,admin,19333
Croydon,age39,6238,skilledTrade,15968
Croydon,age39,6238,service,18250
Croydon,age39,6238,sales,13735
Croydon,age39,6238,manual,10765
Croydon,age39,6238,elementary,17155
Croydon,age40,6136,management,24114
Croydon,age40,6136,professional,43348
Croydon,age40,6136,technical,26739
Croydon,age40,6136,admin,19333
Croydon,age40,6136,skilledTrade,15968
Croydon,age40,6136,service,18250
Croydon,age40,6136,sales,13735
Croydon,age40,6136,manual,10765
Croydon,age40,6136,elementary,17155
Croydon,age41,5970,management,24114
Croydon,age41,5970,professional,43348
Croydon,age41,5970,technical,26739
Croydon,age41,5970,admin,19333
Croydon,age41,5970,skilledTrade,15968
Croydon,age41,5970,service,18250
Croydon,age41,5970,sales,13735
Croydon,age41,5970,manual,10765
Croydon,age41,5970,elementary,17155
Croydon,age42,5761,management,24114
Croydon,age42,5761,professional,43348
Croydon,age42,5761,technical,26739
Croydon,age42,5761,admin,19333
Croydon,age42,5761,skilledTrade,15968
Croydon,age42,5761,service,18250
Croydon,age42,5761,sales,13735
Croydon,age42,5761,manual,10765
Croydon,age42,5761,elementary,17155
Croydon,age43,5325,management,24114
